subject,predicate,object
Огненный_Элементаль_Fire_Elemental,hasCon,16
Фейский_ДраконГолубой_Faerie_Dragon_Blue,hasLocation,Полярная_тундра
Секироклюв_Axe_Beak,hasLocation,Полярная_тундра
Кит-убийца_Killer_Whale,type,Enemy
Чуул_Chuul,hasWorldview,Хаотичный_злой
Рогатый_Дьявол_Horned_Devil,type,Enemy
Чистокровный_Юан-ти_Yuan-ti_Pureblood,hasHp,40
Рой_ядовитых_змей_Swarm_of_Poisonous_Snakes,hasInt,1
Зеленая_ведьма_Green_Hag,hasInt,13
Энт_Treant,hasCon,21
Орк-командир_Orc_War_Chief,hasArmor,16
Зомби_Zombie,hasLocation,Пустыня
Истощенный,type,NamedIndividual
Камбион_Cambion,hasWis,12
Смещающий_зверь_Displacer_Beast,hasHp,85
Король/Королева_ящериц_Lizard_King/Queen,type,NamedIndividual
Камбион_Cambion,type,NamedIndividual
Крылатый_кобольд_Winged_Kobold,hasLocation,Руины
Мумия_лорд_Mummy_Lord,type,Enemy
Меззолот_Mezzoloth,hasImmunityToState,Отравленный
Зеленая_ведьма_Green_Hag,hasLanguage,Общий
Аболет_Aboleth,hasLanguage,Глубинная_Речь
Летающая_змея_Flying_Snake,hasCha,5
Кобольд_Kobold,hasWis,7
Молодой_Белый_Дракон_Young_White_Dragon,hasType,Дракон
Костяной_Дьявол_Копьеносец_Bone_Devil_Polearm,hasResistanceToDamage,Рубящий
Удушающий_ковер_Rug_of_Smothering,hasType,Конструкт
Куазит_Quasit,hasWorldview,Хаотичный_злой
Фиолетовая_плесень_Violet_Fungus,hasLocation,Горы
Мамонт_Mammoth,hasHp,126
Молодой_Белый_Дракон_Young_White_Dragon,hasCha,12
Вампир_Vampire,hasInt,17
hasSize,range,Size
Черный_Дракон_Вирм_Black_Dragon_Wyrmling,hasWis,11
Воин_племени_Tribal_Warrior,type,Enemy
Гигантский_крокодил_Giant_Crocodile,hasType,Зверь
Крыса_Rat,hasInt,2
Хезроу_Hezrou,hasType,Исчадие
Взрослый_Черный_Дракон_Adult_Black_Dragon,type,Enemy
Гигантский_крокодил_Giant_Crocodile,hasStr,21
Хаотичный_злой,comment,"Подобные персонажи не знают, что такое рамки дозволенного. Все, что взбредет им в голову, будет исполнено от начала и до конца, со всей жестокостью, на которую они только способны. Страдания других в угоду утоления собственных потребностей — это единственное правило для подобных персонажей."
Ползущий_Коготь_Crawling_Claw,hasSize,Крошечный
Мумия_Mummy,hasCha,12
Гримлок_Grimlock,hasType,Гуманоид
Костяной_Нага_Страж_Bone_Naga_Guardian,hasStr,15
Медведь-оборотень_Werebear,hasLocation,Побережье
Теневой_демон_Shadow_Demon,hasImmunityToDamage,Ядовитый
Галеб_Дур_Galeb_Duhr,hasSize,Средний
Призрак_Ghost,type,NamedIndividual
Олень_Deer,hasHp,4
Цепной_Дьявол_Chain_Devil,hasRank,11
Удушающий_ковер_Rug_of_Smothering,hasRank,2
Фейский_ДраконГолубой_Faerie_Dragon_Blue,hasInt,14
Воздушный_Элементаль_Air_Elemental,hasImmunityToState,Схваченный
Гнолл_гнолл,hasLocation,Тропики
Золотой_Дракон_Вирм_Gold_Dragon_Wyrmling,hasArmor,17
Шакал-оборотень_Jackalwere,hasRank,1/2
Саламандра_Salamander,hasResistanceToDamage,Дробящий
Костяной_Дьявол_Bone_Devil,hasImmunityToState,Отравленный
Рой_ядовитых_змей_Swarm_of_Poisonous_Snakes,type,NamedIndividual
Вампир_заклинатель_Vampire_Spellcaster,hasCon,18
Отвратительный_Йети_Abominable_Yeti,hasSize,Огромный
Гнолл_Клык_Иеноху_гнолл_Fang_of_Yeenoghu,hasRank,4
Лич_Lich,hasRank,21
Юан-ти_Форма_проклятия_2_Yuan-ti_Malison_Type_2,hasSize,Средний
Демилич_Demilich,hasImmunityToState,Окаменевший
Рыцарь_смерти_Death_Knight,hasLanguage,Бездны
Планетар_Planetar,hasRank,16
Псевдодракон_Pseudodragon,hasWis,12
Гиппогриф_Hippogriff,hasHp,19
Дретч_Dretch,hasRank,1/4
Драйдер_Drider,type,NamedIndividual
Морская_ведьма_Sea_Hag,hasSize,Средний
Фейский_ДраконЖелтый_Faerie_Dragon_Yellow,hasSize,Крошечный
Рой_ос_Swarm_of_Wasps,hasImmunityToState,Ошеломлённый
Воздушный_Элементаль_Air_Elemental,hasWis,10
Невидимый_сталкер_Invisible_Stalker,hasWis,15
Взрослый_Латунный_Дракон_Adult_Brass_Dragon,hasType,Дракон
Орел_Eagle,hasArmor,12
Рой_жуков_Swarm_of_Beetles,hasImmunityToState,Парализованный
Тролль_Troll,type,Enemy
16,type,NamedIndividual
Рыцарь_Knight,hasLocation,Город
Костяной_Нага_Страж_Bone_Naga_Guardian,hasCon,12
Красный_полудракон_ветеран_Half-Red_Dragon_Veteran,hasCha,10
Гиена_Hyena,hasHp,5
Рой_пауков_Swarm_of_Spiders,hasImmunityToState,Очарованный
Молодой_Бронзовый_Дракон_Bronze,hasSize,Большой
Гигантский_лось_Giant_Elk,hasType,Зверь
Синий_Дракон_Вирм_Blue_Dragon_Wyrmling,hasSize,Средний
Ящерочеловек_Lizardfolk,hasRank,1/2
Меззолот_Mezzoloth,type,NamedIndividual
Рой_крыс_Swarm_of_Rats,hasLocation,Горы
Виверна_Wyvern,hasCon,16
Гигантский_морской_конь_Giant_Sea_Horse,hasHp,16
Гигантский_лось_Giant_Elk,hasInt,7
Гористро_Goristro,hasImmunityToState,Отравленный
Желатиновый_куб_Gelatinous_Cube,hasType,Слизь
Тень_Shadow,hasStr,6
Детеныш_Медного_Дракона_Copper_Dragon_Wyrmling,hasRank,1
Наблюдатель_Spectator,type,Enemy
Гномий,type,Language
Русалка_Merfolk,hasCha,12
Пещерный_Медведь_Cave_Bear,hasWis,13
Обезьяна_Ape,hasArmor,12
Огонек_Will-o'-Wisp,hasResistanceToDamage,Рубящий
Дроу_элитный_воин_Drow_Elite_Warrior,hasArmor,18
Мантикора_Manticore,hasWorldview,Законопослушный_злой
Дао_Dao,hasWorldview,Нейтральный_злой
Под_водой,type,Location
Очарованный,type,States
Ящерица_Lizard,hasArmor,10
Сахуагин_Sahuagin,hasWis,13
Средний,type,NamedIndividual
Игловая_Зараза_Needle_Blight,type,NamedIndividual
Орел_Eagle,hasWorldview,Истинно_нейтральный
Костяной_Дьявол_Bone_Devil,type,NamedIndividual
Молодой_Красный_Дракон_Тень_Young_Red_Shadow_Dragon,hasInt,14
Крокодил_Crocodile,hasArmor,12
Пес_Смерти_Death_Dog,hasLocation,Лес
Вампир_воин_Vampire_Warrior,hasCon,18
Дроу_элитный_воин_Drow_Elite_Warrior,hasCon,14
Миконид_Монарх_Myconid_Sovereign,hasCha,10
Ааракокра_Aarakocra,hasRank,1/4
Гигантский_лось_Giant_Elk,hasRank,2
Драйдер_Заклинатель_Drider_Spellcaster,hasCha,12
Плесиозавр_Plesiosaurus,hasRank,2
Пони_Pony,hasWis,11
Сова_Owl,hasCon,8
Ледяной_мефит_Ice_Mephit,hasInt,9
Пантера_Panther,type,NamedIndividual
Пустыня,type,Location
Фейский_ДраконЖелтый_Faerie_Dragon_Yellow,hasStr,3
Миконид_росток_Myconid_Sprout,hasSize,Маленький
Взрослый_Золотой_Дракон_Adult_Gold_Dragon,hasInt,16
Смещающий_зверь_Displacer_Beast,type,NamedIndividual
Фейский_ДраконФиолетовый_Faerie_Dragon_Violet,type,NamedIndividual
Гигантский_удав_Giant_Constrictor_Snake,hasRank,2
Ржавый_монстр_Rust_Monster,type,Enemy
Невидимый_сталкер_Invisible_Stalker,hasResistanceToDamage,Колющий
Гигантский_Осьминог_Giant_Octopus,hasLocation,Деревня
Чистокровный_Юан-ти_Yuan-ti_Pureblood,hasWis,12
Миконид_Монарх_Myconid_Sovereign,hasSize,Большой
Большой,type,Size
Сатир_Satyr,hasLocation,Руины
Спектр_Specter,hasWorldview,Хаотичный_злой
Гигантская_оса_Giant_Wasp,hasWorldview,Истинно_нейтральный
Ящерица_Lizard,hasSize,Крошечный
Молодой_Черный_Дракон_Young_Black_Dragon,hasSize,Большой
Андро-сфинкс_Androsphinx,hasWorldview,Законопослушный_нейтральный
Планетар_Planetar,hasType,Небожитель
Скаковая_лошадь_Riding_Horse,hasStr,16
Грелл_Grell,hasSize,Средний
Аллозавр_Allosaurus,hasRank,2
Отвратительный_Йети_Abominable_Yeti,hasHp,137
Орел_Eagle,hasWis,14
hasArmor,type,FunctionalProperty
Чёрный_медведь_Black_Bear,hasInt,2
Друид_Druid,hasWis,15
Разведчик_Scout,type,NamedIndividual
Гиена_Hyena,type,NamedIndividual
Куо-тоа_староста_куо-тоа_Monitor,hasCon,14
Берсерк_Berserker,hasType,Гуманоид
Мертвый_Слаад_Death_Slaad,type,NamedIndividual
Гигантская_лягушка_Giant_Frog,hasInt,2
Газовая_спора_Gas_Spore,hasImmunityToDamage,Ядовитый
Болото,type,NamedIndividual
Молодой_Серебряный_Дракон_Young_Silver_Dragon,hasInt,14
Белый_Дракон_Вирм_White_Dragon_Wyrmling,hasSize,Средний
Зорн_Xorn,hasLocation,Пустыня
Молодой_Белый_Дракон_Young_White_Dragon,hasHp,133
Бехир_Behir,hasHp,168
Исчадие,type,Type
Тиран_Смерти_Death_Tyrant,hasImmunityToDamage,Ядовитый
Разбуженный_Куст_Awakened_Shrub,hasStr,3
Дуегар_Duergar,hasStr,14
Недееспособный,type,States
Морской_конь_Sea_Horse,hasHp,1
Дроу_элитный_воин_Drow_Elite_Warrior,type,Enemy
Скелет_Skeleton,hasSize,Средний
Вампир_воин_Vampire_Warrior,type,NamedIndividual
Куо-тоа_Кнут_куо-тоа_Whip,hasType,Гуманоид
Гитиянки_Warrior,hasWorldview,Законопослушный_злой
Водная_аномалия_Water_Weird,hasSize,Большой
Андро-сфинкс_Androsphinx,hasImmunityToState,Очарованный
Невидимый_сталкер_Invisible_Stalker,hasCon,14
Взрослый_Белый_Дракон_Adult_White_Dragon,hasHp,200
Красный_Слаад_Red_Slaad,hasType,Абберация
Гитиянки_рыцарь_Githyanki_Knight,hasInt,14
Мантикора_Manticore,hasInt,7
Летающий_меч_Flying_Sword,hasHp,17
Гигантская_многоножка_Giant_Centipede,hasWorldview,Истинно_нейтральный
Энт_Treant,hasHp,138
Тигр_Tiger,hasRank,1
Кит-убийца_Killer_Whale,hasCha,7
Кабашни_Nalfeshnee,hasLocation,Руины
Булетт_Bulette,hasInt,2
Ящерица_Lizard,hasLocation,Равнина/луг
Багбир_Bugbear,hasRank,1
Летающая_змея_Flying_Snake,hasWorldview,Истинно_нейтральный
9,type,NamedIndividual
Булетт_Bulette,hasWis,10
Суккуб/Инкуб_Succubus/Incubus,hasResistanceToDamage,Холодный
Воздушный_Элементаль_Air_Elemental,hasResistanceToDamage,Колющий
Детеныш_Медного_Дракона_Copper_Dragon_Wyrmling,type,Enemy
Воздушный_Элементаль_Air_Elemental,hasHp,90
Гомункул_Homunculus,hasSize,Крошечный
Подземный,type,Language
Удушающий_ковер_Rug_of_Smothering,hasArmor,12
Тараска_Tarrasque,hasArmor,25
Кобольд_Kobold,hasCha,8
Сильван,type,Language
Смещающий_зверь_Displacer_Beast,hasLocation,Горы
Мул_Mule,hasSize,Средний
Аболет_Aboleth,hasHp,135
Куаггот_Тонот_Quaggoth_Thonot,hasImmunityToState,Отравленный
Магмовый_мефит_Magma_Mephit,hasCha,10
Планетар_Planetar,hasResistanceToDamage,Рубящий
Дворянин_Noble,hasStr,11
Бандит_Thug,hasInt,10
Дроу_Маг_Drow_Mage,type,Enemy
Аболет_Aboleth,hasWorldview,Законопослушный_злой
Каменный_голем_Stone_Golem,hasImmunityToState,Очарованный
Взрослый_Медный_Дракон_Adult_Copper_Dragon,hasArmor,18
Дух_Wraith,hasInt,12
Железный_голем_Iron_Golem,hasHp,210
Куо-тоа_староста_куо-тоа_Monitor,type,Enemy
Колючий_Дьявол_Spined_Devil,hasInt,11
Медведь-оборотень_Werebear,hasStr,19
Ааракокра_Aarakocra,hasWorldview,Нейтральный_добрый
Драйдер_Заклинатель_Drider_Spellcaster,hasArmor,19
Дворянин_Noble,type,NamedIndividual
Дретч_Dretch,hasLocation,Равнина/луг
Мимик_Mimic,hasType,Монстр
Тиран_Смерти_Death_Tyrant,hasLanguage,Глубинная_Речь
Гигантская_ядовитая_змея_Giant_Poisonous_Snake,hasRank,1/4
Рой_многоножек_Swarm_of_Centipedes,hasStr,3
Руины,type,Location
Орк-командир_Orc_War_Chief,hasLocation,Деревня
Колючий_Дьявол_Spined_Devil,hasSize,Маленький
Рыцарь_Knight,hasWorldview,Истинно_нейтральный
Молодой_Серебряный_Дракон_Young_Silver_Dragon,type,NamedIndividual
Спектр_Specter,hasImmunityToState,Парализованный
Огненный_Элементаль_Fire_Elemental,hasImmunityToState,Отравленный
Каменный_великан_Stone_Giant,hasStr,23
Удушающий_ковер_Rug_of_Smothering,hasWorldview,Истинно_нейтральный
Взрослый_Синий_Драколич_Adult_Blue_Dracolich,hasLocation,Холмы
Барлгура_Barlgura,hasLanguage,Бездны
Фейский_ДраконСиний_Faerie_Dragon_Indigo,type,NamedIndividual
Импровизированный_урон,type,Damage
Летучая_мышь_Bat,type,Enemy
Коричневая_туша_Umber_Hulk,hasHp,93
Бронзовый_Дракон_Вирм_Bronze_Dragon_Wyrmling,hasWorldview,Законопослушный_добрый
Осьминог_Octopus,type,NamedIndividual
Барлгура_Barlgura,hasInt,7
Паровой_мефит_Steam_Mephit,hasInt,11
Багбир_Шеф_Bugbear_Chief,hasArmor,17
Костяной_Нага_Страж_Bone_Naga_Guardian,hasSize,Большой
Фейский_ДраконКрасный_Faerie_Dragon_Red,hasSize,Крошечный
Железный_голем_Iron_Golem,hasCha,1
Костяной_Naga_Дух_Bone_Naga_Spirit,hasWis,15
Древний_Медный_Дракон_Ancient_Copper_Dragon,hasWis,17
Огненный_великан_Fire_Giant,hasInt,10
Дракон,type,Type
Тролль_Troll,hasArmor,15
Тиран_Смерти_Death_Tyrant,type,Enemy
Удушающий_ковер_Rug_of_Smothering,hasCha,1
Минотавр_Minotaur,hasRank,3
Газовая_спора_Gas_Spore,hasInt,1
Ястреб_Hawk,hasType,Зверь
Слаад_головастик_Slaad_Tadpole,hasType,Абберация
Василиск_Basilisk,hasHp,52
Адская_гончая_Hell_Hound,hasType,Исчадие
Гитиянки_рыцарь_Githyanki_Knight,type,NamedIndividual
Русалка_Merfolk,hasCon,12
Ржавый_монстр_Rust_Monster,hasLocation,Горы
Гомункул_Homunculus,hasLocation,Равнина/луг
Ледяной_Дьявол_Ice_Devil,hasRank,14
Гигантский_крокодил_Giant_Crocodile,hasWorldview,Истинно_нейтральный
Куаггот_Тонот_Quaggoth_Thonot,type,NamedIndividual
Крыса_Rat,hasLocation,Полярная_тундра
Дроу_жрица_Лолт_Drow_Priestess_of_Lolth,hasRank,8
Грифон_Griffon,hasHp,59
Нотик_Nothic,hasArmor,15
Капитан_Бандитов_Bandit_Captain,hasCha,14
Медуза_Medusa,hasWorldview,Законопослушный_злой
Анкилозавр_Ankylosaurus,type,NamedIndividual
Верблюд_Camel,hasArmor,9
Саламандра_Salamander,hasCha,12
Гиппогриф_Hippogriff,hasWis,12
Краб_Crab,hasHp,2
hasWorldview,domain,Enemy
Дриада_Dryad,type,NamedIndividual
Арканалот_Arcanaloth,hasLocation,Равнина/луг
Каменный_великан_Stone_Giant,type,NamedIndividual
Мумия_лорд_Mummy_Lord,hasCha,16
Рой_насекомых_Swarm_of_Insects,hasArmor,12
Гигантский_светлячок_Giant_Fire_Beetle,hasArmor,13
Рой_жуков_Swarm_of_Beetles,hasImmunityToState,Сбитый_с_ног
Слаад_головастик_Slaad_Tadpole,hasStr,7
Банши_Banshee,hasLocation,Деревня
Шипастый_Дьявол_Barbed_Devil,hasLanguage,Инфернальный
Энт_Treant,hasLocation,Холмы
Недееспособный,type,NamedIndividual
Демон-боец_Pit_Fiend,hasResistanceToDamage,Колющий
Взрослый_Синий_Драколич_Adult_Blue_Dracolich,type,Enemy
Древний_Черный_Дракон_Ancient_Black_Dragon,hasCon,25
Огненный_Элементаль_Fire_Elemental,type,NamedIndividual
Фейский_ДраконКрасный_Faerie_Dragon_Red,hasArmor,15
Кошмар_в_шлеме_Helmed_Horror,hasArmor,20
Древний_Черный_Дракон_Ancient_Black_Dragon,hasWorldview,Хаотичный_злой
Невидимый_сталкер_Invisible_Stalker,hasArmor,14
Мерроу_Merrow,hasArmor,13
Взрослый_Медный_Дракон_Adult_Copper_Dragon,type,Enemy
Медуза_Medusa,hasArmor,15
Черный_Пудинг_Black_Pudding,hasArmor,7
Мамонт_Mammoth,hasStr,24
Рыцарь_Knight,hasSize,Средний
Кислотный,type,NamedIndividual
Аватар_Смерти_Avatar_of_Death,hasHp,0
Балор_Balor,hasResistanceToDamage,Холодный
Куаггот_служитель_спор_Quaggoth_Spore_Servant,hasImmunityToState,Очарованный
Молодой_Латунный_Дракон_Young_Brass_Dragon,hasType,Дракон
Зомби_Бехолдер_Beholder_Zombie,hasHp,93
Пещерный_Медведь_Cave_Bear,type,Enemy
Плесиозавр_Plesiosaurus,hasWorldview,Истинно_нейтральный
Страшный_волк_Dire_Wolf,hasStr,17
Тигр_Tiger,type,Enemy
Шпион_Spy,hasLocation,Подземье
Теневой_демон_Shadow_Demon,hasStr,1
Орог_Orog,hasSize,Средний
Мамонт_Mammoth,hasWorldview,Истинно_нейтральный
Кошка_Cat,type,NamedIndividual
Кошмар_в_шлеме_Helmed_Horror,hasStr,18
Грик_Grick,type,Enemy
Гигантская_многоножка_Giant_Centipede,hasType,Зверь
Волк-оборотень_Werewolf,type,NamedIndividual
Багбир_Шеф_Bugbear_Chief,hasLanguage,Общий
Сахуагин_Sahuagin,type,Enemy
Гигантский_удав_Giant_Constrictor_Snake,hasWorldview,Истинно_нейтральный
Краб_Crab,hasStr,2
Рой_пауков_Swarm_of_Spiders,hasWis,7
Пикси_Pixie,hasWis,14
Драконовая_черепаха_Dragon_Turtle,hasLanguage,Драконий
Гигантский_орел_Giant_Eagle,hasArmor,13
Гигантская_оса_Giant_Wasp,hasCon,10
Гладиатор_Gladiator,hasRank,5
Страж-щитоносец_Shield_Guardian,hasStr,18
Серебряный_Дракон_Вирм,hasHp,45
Псевдодракон_Pseudodragon,hasLocation,Руины
Аллозавр_Allosaurus,hasWorldview,Истинно_нейтральный
Гиносфинкс_Gynosphinx,hasSize,Большой
Рой_жуков_Swarm_of_Beetles,hasWorldview,Истинно_нейтральный
Древний_Черный_Дракон_Ancient_Black_Dragon,hasType,Дракон
Солар_Solar,hasWorldview,Законопослушный_добрый
Барлгура_Barlgura,hasResistanceToDamage,Электрический
Суккуб/Инкуб_Succubus/Incubus,hasStr,8
Гладиатор_Gladiator,hasLocation,Город
Волк-оборотень_Werewolf,hasHp,58
Плесиозавр_Plesiosaurus,hasSize,Большой
Сахуагин_барон_Sahuagin_Baron,hasArmor,16
Бронзовый_Дракон_Вирм_Bronze_Dragon_Wyrmling,type,NamedIndividual
Кобольд_Kobold,hasStr,7
Единорог_Unicorn,hasType,Небожитель
Крыса-оборотень_Wererat,hasCon,12
Гиганский_Барсук_Giant_Badger,hasSize,Средний
Энт_Treant,type,Enemy
Драйдер_Drider,hasCon,18
Невидимый_сталкер_Invisible_Stalker,hasImmunityToState,Истощенный
Древний_Белый_Дракон_Ancient_White_Dragon,hasWis,13
14,hasRankEx,11500.0
Секироклюв_Axe_Beak,hasWorldview,Истинно_нейтральный
Демон-боец_Pit_Fiend,hasHp,300
Рыцарь_смерти_Death_Knight,hasSize,Средний
Огненный_череп_Flameskull,hasSize,Крошечный
Джинн_Djinni,hasHp,161
Боевой_конь_Warhorse,hasHp,19
Дымный_мефит_Smoke_Mephit,hasImmunityToDamage,Ядовитый
Белый_медведь_Polar_Bear,hasWis,13
Обезьяна_Ape,hasInt,6
Тараска_Tarrasque,hasImmunityToDamage,Огненный
Мамонт_Mammoth,hasArmor,13
Древний_Синий_Дракон_Ancient_Blue_Dragon,hasStr,29
Невидимый_сталкер_Invisible_Stalker,hasResistanceToDamage,Дробящий
Нага_духов_Spirit_Naga,hasCon,14
Булетт_Bulette,hasStr,19
Серая_слизь_с_атакой_психики_Gray_Ooze_Psychic,hasInt,6
Куо-тоа_архисвященник_куо-тоа_Archpriest,hasHp,97
Кобольд_Kobold,hasArmor,12
Фейский_ДраконОранжевый_Faerie_Dragon_Orange,hasCha,16
Черный_Дракон_Вирм_Black_Dragon_Wyrmling,type,NamedIndividual
Суккуб/Инкуб_Succubus/Incubus,hasResistanceToDamage,Огненный
Багбир_Шеф_Bugbear_Chief,type,Enemy
Альфа_грик_Grick_Alpha,hasResistanceToDamage,Рубящий
Аллозавр_Allosaurus,hasSize,Большой
Психическая_энергия,type,Damage
Яман_Chasme,type,NamedIndividual
Демилич_Demilich,hasCon,10
Воздушный_Элементаль_Air_Elemental,hasImmunityToState,Парализованный
Гнолл_гнолл,hasStr,14
Дуодрон_Duodrone,hasWorldview,Истинно_нейтральный
Гигантский_краб_Giant_Crab,hasCon,11
Каменный_великан_Stone_Giant,hasCha,9
Молодой_Черный_Дракон_Young_Black_Dragon,hasCha,15
Зеленый_Дракон_Вирм_Green_Dragon_Wyrmling,hasImmunityToState,Отравленный
Дриада_Dryad,hasType,Фея
Гнолл_гнолл,hasRank,1/2
Бехир_Behir,hasSize,Огромный
Паровой_мефит_Steam_Mephit,hasHp,21
Стридж_Stirge,hasWis,8
Горностай_Weasel,hasStr,3
Слизь,type,NamedIndividual
Древний_Зеленый_Дракон_Ancient_Green_Dragon,hasImmunityToState,Отравленный
hasCon,type,FunctionalProperty
hasWis,type,DatatypeProperty
Кракен_Kraken,hasImmunityToDamage,Электрический
Единорог_Unicorn,hasImmunityToState,Отравленный
Молодой_Белый_Дракон_Young_White_Dragon,hasSize,Большой
Гиносфинкс_Gynosphinx,hasImmunityToDamage,Психическая_энергия
Слон_Elephant,hasType,Зверь
Дриада_Dryad,hasCha,18
Врок_Vrock,hasRank,6
Орел_Eagle,hasSize,Маленький
Капитан_Бандитов_Bandit_Captain,hasSize,Средний
Огненный_великан_Fire_Giant,hasWis,14
Орк_Orc,hasLanguage,Общий
Юан-ти_Форма_проклятия_3_Yuan-ti_Malison_Type_3,hasWorldview,Нейтральный_злой
Орк_Глаз_Груумша_Orc_Eye_of_Gruumsh,hasHp,45
Игловая_Зараза_Needle_Blight,hasHp,11
Земляной_Элементаль_Earth_Elemental,hasImmunityToState,Истощенный
Гигантский_кабан_Giant_Boar,hasSize,Большой
Марид_Marid,hasWorldview,Хаотичный_нейтральный
Кобольд_Kobold,hasType,Гуманоид
Тень_Shadow,hasLocation,Равнина/луг
Мимик_Mimic,hasWorldview,Истинно_нейтральный
Ультролот_Ultroloth,hasInt,18
Рой_Квипперов_Swarm_of_Quippers,hasResistanceToDamage,Рубящий
Гиена_Hyena,hasRank,0
Юан-ти_Форма_проклятия_3_Yuan-ti_Malison_Type_3,hasSize,Средний
Гигантская_многоножка_Giant_Centipede,hasRank,1/4
Гигантский_удав_Giant_Constrictor_Snake,hasWis,10
15,type,NamedIndividual
Гигантский_гриф_Giant_Vulture,hasCha,7
Пентадрон_Pentadrone,hasInt,10
Мумия_Mummy,hasSize,Средний
Гигантский_морской_конь_Giant_Sea_Horse,hasWorldview,Истинно_нейтральный
Зеленый_Дракон_Вирм_Green_Dragon_Wyrmling,type,NamedIndividual
Рой_пауков_Swarm_of_Spiders,hasImmunityToState,Парализованный
Молодой_Красный_Дракон_Тень_Young_Red_Shadow_Dragon,hasType,Дракон
Гарпия_Harpy,hasWis,10
Древний_Зеленый_Дракон_Ancient_Green_Dragon,type,NamedIndividual
Мимик_Mimic,hasLocation,Подземелья
Черный_Пудинг_Black_Pudding,hasCon,16
Кракен_Kraken,hasImmunityToDamage,Рубящий
Древний_Белый_Дракон_Ancient_White_Dragon,type,NamedIndividual
Боевой_конь_Warhorse,hasArmor,11
Пони_Pony,type,NamedIndividual
Эттин_Ettin,type,Enemy
Фейский_ДраконЗеленый_Faerie_Dragon_Green,hasCha,16
Страж-щитоносец_Shield_Guardian,hasSize,Большой
Молодой_Медный_Дракон_Young_Copper_Dragon,hasRank,7
Куазит_Quasit,hasArmor,13
Планетар_Planetar,hasStr,24
Капитан_Бандитов_Bandit_Captain,hasCon,14
28,type,NamedIndividual
Виноградная_зараза_Vine_Blight,hasCha,3
Спектр_Specter,hasImmunityToState,Сбитый_с_ног
Мумия_лорд_Mummy_Lord,hasImmunityToDamage,Дробящий
Миконид_Монарх_Myconid_Sovereign,hasType,Растение
Акула_охотник_Hunter_Shark,hasCon,15
Секироклюв_Axe_Beak,hasWis,10
Багбир_Bugbear,hasLocation,Горы
Рогатый_Дьявол_Horned_Devil,hasCha,17
Тараска_Tarrasque,hasType,Монстр
Фейский_ДраконФиолетовый_Faerie_Dragon_Violet,hasLocation,Под_водой
Дэв_Deva,hasImmunityToState,Испуганный
Детеныш_Медного_Дракона_Copper_Dragon_Wyrmling,hasLocation,Болото
Визгун_Shrieker,hasImmunityToState,Испуганный
Тигр-оборотен_Weretiger,hasWorldview,Истинно_нейтральный
Фанатик_Cult_Fanatic,hasWis,13
Глубинный_гном_Свирфнеблин_Deep_Gnome_Svirfneblin,type,Enemy
Банши_Banshee,hasImmunityToState,Истощенный
Гигантская_ядовитая_змея_Giant_Poisonous_Snake,hasLocation,Деревня
Три-крин_псионик_Thri-kreen_Psionic,hasType,Гуманоид
Удушающий_ковер_Rug_of_Smothering,hasImmunityToState,Очарованный
Драйдер_Заклинатель_Drider_Spellcaster,hasSize,Большой
Ползущий_Падальшик_Carrion_Crawler,hasSize,Большой
Шипастый_Дьявол_Barbed_Devil,type,Enemy
Куо-тоа_куо-тоа,hasCon,11
Нага_духов_Spirit_Naga,hasStr,18
Тигр-оборотен_Weretiger,hasType,Гуманоид
Молодой_Латунный_Дракон_Young_Brass_Dragon,hasLocation,Лес
Секироклюв_Axe_Beak,hasType,Зверь
Ламия_Lamia,type,NamedIndividual
Ползущая_насыпь_Shambling_Mound,hasType,Растение
Маг_Mage,hasHp,40
Анкилозавр_Ankylosaurus,hasCon,15
Древний_Бронзовый_Дракон_Ancient_Bronze_Dragon,hasStr,29
Никалот_Nycaloth,hasWorldview,Нейтральный_злой
Русалка_Merfolk,hasSize,Средний
Ястреб_Hawk,hasCon,8
Альфа_грик_Grick_Alpha,hasCha,9
Полтергейст_Poltergeist,hasResistanceToDamage,Кислотный
Земляной_Элементаль_Earth_Elemental,hasVulnerabilityToDamage,Звуковой
Гигантская_многоножка_Giant_Centipede,hasSize,Маленький
Сбитый_с_ног,type,States
Взрослый_Зеленый_Дракон_Adult_Green_Dragon,hasCha,17
Банши_Banshee,hasResistanceToDamage,Дробящий
Латунный_Дракон_Вирм_Brass_Dragon_Wyrmling,type,NamedIndividual
Ассассин_Assassin,hasInt,13
Небесный,type,NamedIndividual
Стридж_Stirge,hasStr,4
Лягушка_Frog,hasCha,3
Страшный_волк_Dire_Wolf,hasInt,3
Оживший_Доспех_Animated_Armor,hasSize,Средний
Огненная_змея_Fire_Snake,hasResistanceToDamage,Рубящий
Молодой_Серебряный_Дракон_Young_Silver_Dragon,hasWorldview,Законопослушный_добрый
Анкег_Ankheg,hasCha,6
Бронзовый_Дракон_Вирм_Bronze_Dragon_Wyrmling,hasInt,12
Ястреб_Hawk,hasWorldview,Истинно_нейтральный
Пылевой_мефит_Dust_Mephit,hasSize,Маленький
Гигантская_обезьяна_Giant_Ape,hasRank,7
Рой_многоножек_Swarm_of_Centipedes,hasResistanceToDamage,Дробящий
Йети_Yeti,hasCha,7
Имп_Imp,hasInt,11
Оживший_Доспех_Animated_Armor,hasRank,1
Солар_Solar,hasLocation,Холмы
